seed,random_score,smart_score,diff,winner,target,random_hit,smart_hit,random_penalized,smart_penalized,random_auc,smart_auc
100,146.99344355066722,175.63924144519913,28.64579789453191,smart,173.88284903074714,,20,21,20,146.9934435506672,75.64391374695646
101,60.044079152286145,157.631187530266,97.58710837797986,smart,156.05487565496335,,10,21,10,55.30308658614973,125.59811999218185
